timestamp,product_id,category,base_price,cost_price,current_price,competitor_price,inventory_level,views_last_hour,add_to_cart_count,hour,day_of_week,month,is_weekend,rating,num_reviews,conversion_rate,demand
2025-02-04 12:00:00,P00362,Sports,514.24,234.37,395.1,569.1,83,37,6,12,1,2,0,3.24,1611,0.4324,16
2025-02-05 00:00:00,P00362,Sports,514.24,234.37,556.46,452.48,166,42,8,0,2,2,0,3.24,1611,0.2619,11
2025-02-05 12:00:00,P00362,Sports,514.24,234.37,483.15,466.23,171,53,4,12,2,2,0,3.24,1611,0.3019,16
2025-02-06 00:00:00,P00362,Sports,514.24,234.37,457.29,454.67,154,57,7,0,3,2,0,3.24,1611,0.2105,12
2025-02-06 12:00:00,P00362,Sports,514.24,234.37,448.25,534.67,166,52,5,12,3,2,0,3.24,1611,0.2885,15
2025-02-07 00:00:00,P00362,Sports,514.24,234.37,627.87,548.08,73,51,4,0,4,2,0,3.24,1611,0.0784,4
2025-02-07 12:00:00,P00362,Sports,514.24,234.37,528.32,580.92,153,49,4,12,4,2,0,3.24,1611,0.3061,15
2025-02-08 00:00:00,P00362,Sports,514.24,234.37,559.51,515.78,113,50,4,0,5,2,1,3.24,1611,0.14,7
2025-02-08 12:00:00,P00362,Sports,514.24,234.37,432.46,503.21,99,45,9,12,5,2,1,3.24,1611,0.2444,11
2025-02-09 00:00:00,P00362,Sports,514.24,234.37,544.01,439.32,110,50,12,0,6,2,1,3.24,1611,0.14,7
2025-02-09 12:00:00,P00362,Sports,514.24,234.37,559.73,508.88,129,49,6,12,6,2,1,3.24,1611,0.1837,9
2025-02-10 00:00:00,P00362,Sports,514.24,234.37,552.06,547.33,92,47,7,0,0,2,0,3.24,1611,0.1277,6
2025-02-10 12:00:00,P00362,Sports,514.24,234.37,597.82,528.15,64,39,3,12,0,2,0,3.24,1611,0.0769,3
2025-02-11 00:00:00,P00362,Sports,514.24,234.37,400.5,569.44,169,43,6,0,1,2,0,3.24,1611,0.6047,26
2025-02-11 12:00:00,P00362,Sports,514.24,234.37,397.67,463.95,49,50,8,12,1,2,0,3.24,1611,0.12,6
2025-02-12 00:00:00,P00362,Sports,514.24,234.37,443.84,519.43,54,57,7,0,2,2,0,3.24,1611,0.1579,9
2025-02-12 12:00:00,P00362,Sports,514.24,234.37,510.86,571.95,149,48,2,12,2,2,0,3.24,1611,0.3125,15
2025-02-13 00:00:00,P00362,Sports,514.24,234.37,415.14,494.94,77,50,6,0,3,2,0,3.24,1611,0.22,11
2025-02-13 12:00:00,P00362,Sports,514.24,234.37,480.31,579.69,9,42,4,12,3,2,0,3.24,1611,0.0714,3
2025-02-14 00:00:00,P00362,Sports,514.24,234.37,442.95,545.08,35,51,6,0,4,2,0,3.24,1611,0.1176,6
2025-02-14 12:00:00,P00362,Sports,514.24,234.37,516.43,496.72,93,63,4,12,4,2,0,3.24,1611,0.1587,10
2025-02-15 00:00:00,P00362,Sports,514.24,234.37,512.96,564.29,27,39,5,0,5,2,1,3.24,1611,0.0769,3
2025-02-15 12:00:00,P00362,Sports,514.24,234.37,496.93,448.38,103,45,8,12,5,2,1,3.24,1611,0.2444,11
2025-02-16 00:00:00,P00362,Sports,514.24,234.37,525.16,591.22,113,53,4,0,6,2,1,3.24,1611,0.1509,8
2025-02-16 12:00:00,P00362,Sports,514.24,234.37,565.49,503.9,142,51,4,12,6,2,1,3.24,1611,0.1176,6
2025-02-17 00:00:00,P00362,Sports,514.24,234.37,454.42,583.39,128,47,11,0,0,2,0,3.24,1611,0.4681,22
2025-02-17 12:00:00,P00362,Sports,514.24,234.37,628.19,545.27,153,54,11,12,0,2,0,3.24,1611,0.1481,8
2025-02-18 00:00:00,P00362,Sports,514.24,234.37,444.62,480.33,100,58,12,0,1,2,0,3.24,1611,0.2586,15
2025-02-18 12:00:00,P00362,Sports,514.24,234.37,611.99,494.64,159,49,8,12,1,2,0,3.24,1611,0.102,5
2025-02-19 00:00:00,P00362,Sports,514.24,234.37,461.69,458.6,30,46,10,0,2,2,0,3.24,1611,0.0435,2
2025-02-19 12:00:00,P00362,Sports,514.24,234.37,440.63,459.86,183,52,9,12,2,2,0,3.24,1611,0.3462,18
2025-02-20 00:00:00,P00362,Sports,514.24,234.37,387.5,576.26,106,57,4,0,3,2,0,3.24,1611,0.4561,26
2025-02-20 12:00:00,P00362,Sports,514.24,234.37,539.86,497.02,134,48,9,12,3,2,0,3.24,1611,0.2083,10
2025-02-21 00:00:00,P00362,Sports,514.24,234.37,579.58,536.8,61,57,12,0,4,2,0,3.24,1611,0.0877,5
2025-02-21 12:00:00,P00362,Sports,514.24,234.37,534.15,453.96,70,57,9,12,4,2,0,3.24,1611,0.1053,6
2025-02-22 00:00:00,P00362,Sports,514.24,234.37,406.98,585.78,13,45,10,0,5,2,1,3.24,1611,0.0889,4
2025-02-22 12:00:00,P00362,Sports,514.24,234.37,614.58,571.61,128,50,2,12,5,2,1,3.24,1611,0.12,6
2025-02-23 00:00:00,P00362,Sports,514.24,234.37,529.47,440.07,125,50,10,0,6,2,1,3.24,1611,0.2,10
2025-02-23 12:00:00,P00362,Sports,514.24,234.37,506.19,581.21,164,53,8,12,6,2,1,3.24,1611,0.1887,10
2025-02-24 00:00:00,P00362,Sports,514.24,234.37,532.29,525.25,52,58,9,0,0,2,0,3.24,1611,0.069,4
2025-02-24 12:00:00,P00362,Sports,514.24,234.37,498.74,504.3,31,43,8,12,0,2,0,3.24,1611,0.0698,3
2025-02-25 00:00:00,P00362,Sports,514.24,234.37,452.1,576.99,45,56,7,0,1,2,0,3.24,1611,0.0893,5
2025-02-25 12:00:00,P00362,Sports,514.24,234.37,625.4,584.47,134,50,11,12,1,2,0,3.24,1611,0.2,10
2025-02-26 00:00:00,P00362,Sports,514.24,234.37,455.73,582.37,31,58,12,0,2,2,0,3.24,1611,0.0862,5
2025-02-26 12:00:00,P00362,Sports,514.24,234.37,579.6,541.64,121,55,4,12,2,2,0,3.24,1611,0.2182,12
2025-02-27 00:00:00,P00362,Sports,514.24,234.37,411.14,439.96,156,49,4,0,3,2,0,3.24,1611,0.3265,16
2025-02-27 12:00:00,P00362,Sports,514.24,234.37,527.69,507.24,92,49,7,12,3,2,0,3.24,1611,0.1837,9
2025-02-28 00:00:00,P00362,Sports,514.24,234.37,521.64,453.81,29,40,8,0,4,2,0,3.24,1611,0.025,1
2025-02-28 12:00:00,P00362,Sports,514.24,234.37,510.57,498.09,98,50,10,12,4,2,0,3.24,1611,0.2,10
2025-03-01 00:00:00,P00362,Sports,514.24,234.37,597.08,565.22,127,46,2,0,5,3,1,3.24,1611,0.2174,10
2025-03-01 12:00:00,P00362,Sports,514.24,234.37,435.49,484.54,60,53,10,12,5,3,1,3.24,1611,0.1132,6
2025-03-02 00:00:00,P00362,Sports,514.24,234.37,418.7,476.45,99,43,5,0,6,3,1,3.24,1611,0.2791,12
2025-03-02 12:00:00,P00362,Sports,514.24,234.37,523.0,537.21,135,42,5,12,6,3,1,3.24,1611,0.2619,11
2025-03-03 00:00:00,P00362,Sports,514.24,234.37,510.69,564.43,160,41,4,0,0,3,0,3.24,1611,0.2195,9
2025-03-03 12:00:00,P00362,Sports,514.24,234.37,434.61,487.21,168,52,9,12,0,3,0,3.24,1611,0.4038,21
2025-03-04 00:00:00,P00362,Sports,514.24,234.37,455.41,472.94,67,49,2,0,1,3,0,3.24,1611,0.2041,10
2025-03-04 12:00:00,P00362,Sports,514.24,234.37,570.65,589.52,84,51,7,12,1,3,0,3.24,1611,0.1765,9
2025-03-05 00:00:00,P00362,Sports,514.24,234.37,569.74,494.48,111,66,14,0,2,3,0,3.24,1611,0.1061,7
2025-03-05 12:00:00,P00362,Sports,514.24,234.37,485.57,574.02,15,51,6,12,2,3,0,3.24,1611,0.0392,2
2025-03-06 00:00:00,P00362,Sports,514.24,234.37,522.73,577.24,96,62,11,0,3,3,0,3.24,1611,0.1129,7
2025-03-06 12:00:00,P00362,Sports,514.24,234.37,610.44,460.6,47,51,7,12,3,3,0,3.24,1611,0.0588,3
2025-03-07 00:00:00,P00362,Sports,514.24,234.37,412.8,537.3,68,57,4,0,4,3,0,3.24,1611,0.2456,14
2025-03-07 12:00:00,P00362,Sports,514.24,234.37,420.22,505.57,34,56,3,12,4,3,0,3.24,1611,0.1071,6
2025-03-08 00:00:00,P00362,Sports,514.24,234.37,499.03,561.75,170,61,12,0,5,3,1,3.24,1611,0.1967,12
2025-03-08 12:00:00,P00362,Sports,514.24,234.37,395.18,472.61,188,48,8,12,5,3,1,3.24,1611,0.5208,25
2025-03-09 00:00:00,P00362,Sports,514.24,234.37,543.37,493.24,120,52,4,0,6,3,1,3.24,1611,0.1731,9
2025-03-09 12:00:00,P00362,Sports,514.24,234.37,462.16,548.65,77,56,6,12,6,3,1,3.24,1611,0.2143,12
2025-03-10 00:00:00,P00362,Sports,514.24,234.37,401.79,491.7,67,48,5,0,0,3,0,3.24,1611,0.2292,11
2025-03-10 12:00:00,P00362,Sports,514.24,234.37,453.14,444.63,123,52,5,12,0,3,0,3.24,1611,0.2885,15
2025-03-11 00:00:00,P00362,Sports,514.24,234.37,438.01,502.92,33,45,4,0,1,3,0,3.24,1611,0.1111,5
2025-03-11 12:00:00,P00362,Sports,514.24,234.37,526.96,439.13,105,51,6,12,1,3,0,3.24,1611,0.1765,9
2025-03-12 00:00:00,P00362,Sports,514.24,234.37,435.9,570.61,40,48,5,0,2,3,0,3.24,1611,0.1667,8
2025-03-12 12:00:00,P00362,Sports,514.24,234.37,589.09,450.71,88,45,6,12,2,3,0,3.24,1611,0.1111,5
2025-03-13 00:00:00,P00362,Sports,514.24,234.37,386.27,587.51,173,56,5,0,3,3,0,3.24,1611,0.4464,25
2025-03-13 12:00:00,P00362,Sports,514.24,234.37,419.46,483.2,105,59,10,12,3,3,0,3.24,1611,0.1864,11
2025-03-14 00:00:00,P00362,Sports,514.24,234.37,603.09,501.54,47,48,4,0,4,3,0,3.24,1611,0.0625,3
2025-03-14 12:00:00,P00362,Sports,514.24,234.37,415.68,472.99,34,45,7,12,4,3,0,3.24,1611,0.1111,5
2025-03-15 00:00:00,P00362,Sports,514.24,234.37,570.4,532.6,7,50,12,0,5,3,1,3.24,1611,0.04,2
2025-03-15 12:00:00,P00362,Sports,514.24,234.37,404.59,516.02,117,48,10,12,5,3,1,3.24,1611,0.4167,20
2025-03-16 00:00:00,P00362,Sports,514.24,234.37,603.83,518.82,17,41,10,0,6,3,1,3.24,1611,0.0244,1
2025-03-16 12:00:00,P00362,Sports,514.24,234.37,538.36,522.69,104,58,10,12,6,3,1,3.24,1611,0.1379,8
2025-03-17 00:00:00,P00362,Sports,514.24,234.37,533.42,511.75,137,49,5,0,0,3,0,3.24,1611,0.1429,7
2025-03-17 12:00:00,P00362,Sports,514.24,234.37,403.97,535.26,71,43,6,12,0,3,0,3.24,1611,0.3488,15
2025-03-18 00:00:00,P00362,Sports,514.24,234.37,452.4,588.82,131,57,5,0,1,3,0,3.24,1611,0.2632,15
2025-03-18 12:00:00,P00362,Sports,514.24,234.37,522.91,562.88,125,51,8,12,1,3,0,3.24,1611,0.1569,8
2025-03-19 00:00:00,P00362,Sports,514.24,234.37,479.69,498.63,9,56,12,0,2,3,0,3.24,1611,0.0357,2
2025-03-19 12:00:00,P00362,Sports,514.24,234.37,462.76,473.34,162,44,9,12,2,3,0,3.24,1611,0.3182,14
2025-03-20 00:00:00,P00362,Sports,514.24,234.37,567.28,531.55,92,47,11,0,3,3,0,3.24,1611,0.1489,7
2025-03-20 12:00:00,P00362,Sports,514.24,234.37,468.44,457.56,53,38,7,12,3,3,0,3.24,1611,0.1842,7
2025-03-21 00:00:00,P00362,Sports,514.24,234.37,472.2,585.24,29,48,2,0,4,3,0,3.24,1611,0.0833,4
2025-03-21 12:00:00,P00362,Sports,514.24,234.37,385.82,450.93,175,42,9,12,4,3,0,3.24,1611,0.4286,18
2025-03-22 00:00:00,P00362,Sports,514.24,234.37,596.84,440.09,78,35,5,0,5,3,1,3.24,1611,0.0857,3
2025-03-22 12:00:00,P00362,Sports,514.24,234.37,429.8,514.34,142,64,13,12,5,3,1,3.24,1611,0.1875,12
2025-03-23 00:00:00,P00362,Sports,514.24,234.37,579.43,557.77,80,47,7,0,6,3,1,3.24,1611,0.1277,6
2025-03-23 12:00:00,P00362,Sports,514.24,234.37,445.41,469.89,114,59,6,12,6,3,1,3.24,1611,0.2542,15
2025-03-24 00:00:00,P00362,Sports,514.24,234.37,569.36,446.89,6,68,13,0,0,3,0,3.24,1611,0.0147,1
2025-03-24 12:00:00,P00362,Sports,514.24,234.37,439.69,587.05,35,42,5,12,0,3,0,3.24,1611,0.119,5
2025-03-25 00:00:00,P00362,Sports,514.24,234.37,505.05,474.47,159,50,3,0,1,3,0,3.24,1611,0.26,13
2025-03-25 12:00:00,P00362,Sports,514.24,234.37,609.15,517.43,153,54,10,12,1,3,0,3.24,1611,0.1852,10
2025-03-26 00:00:00,P00362,Sports,514.24,234.37,629.5,461.44,99,36,2,0,2,3,0,3.24,1611,0.1389,5
2025-03-26 12:00:00,P00362,Sports,514.24,234.37,564.63,454.26,106,55,7,12,2,3,0,3.24,1611,0.1455,8
2025-03-27 00:00:00,P00362,Sports,514.24,234.37,409.85,572.55,97,64,5,0,3,3,0,3.24,1611,0.25,16
2025-03-27 12:00:00,P00362,Sports,514.24,234.37,582.62,559.5,39,51,8,12,3,3,0,3.24,1611,0.0392,2
2025-03-28 00:00:00,P00362,Sports,514.24,234.37,402.62,438.8,69,49,3,0,4,3,0,3.24,1611,0.2041,10
2025-03-28 12:00:00,P00362,Sports,514.24,234.37,462.14,509.06,98,60,13,12,4,3,0,3.24,1611,0.2,12
2025-03-29 00:00:00,P00362,Sports,514.24,234.37,596.85,480.19,177,57,13,0,5,3,1,3.24,1611,0.1053,6
2025-03-29 12:00:00,P00362,Sports,514.24,234.37,513.5,531.64,104,50,11,12,5,3,1,3.24,1611,0.26,13
2025-03-30 00:00:00,P00362,Sports,514.24,234.37,600.61,496.87,94,53,8,0,6,3,1,3.24,1611,0.1132,6
2025-03-30 12:00:00,P00362,Sports,514.24,234.37,430.13,439.89,147,40,2,12,6,3,1,3.24,1611,0.35,14
2025-03-31 00:00:00,P00362,Sports,514.24,234.37,594.55,510.6,153,41,6,0,0,3,0,3.24,1611,0.2195,9
2025-03-31 12:00:00,P00362,Sports,514.24,234.37,502.04,581.44,117,49,11,12,0,3,0,3.24,1611,0.3265,16
2025-04-01 00:00:00,P00362,Sports,514.24,234.37,441.35,542.36,92,60,7,0,1,4,0,3.24,1611,0.2,12
2025-04-01 12:00:00,P00362,Sports,514.24,234.37,435.49,494.71,33,57,13,12,1,4,0,3.24,1611,0.0877,5
2025-04-02 00:00:00,P00362,Sports,514.24,234.37,409.33,479.66,120,52,6,0,2,4,0,3.24,1611,0.3654,19
2025-04-02 12:00:00,P00362,Sports,514.24,234.37,463.07,536.09,84,55,6,12,2,4,0,3.24,1611,0.2182,12
2025-04-03 00:00:00,P00362,Sports,514.24,234.37,614.41,485.75,116,61,4,0,3,4,0,3.24,1611,0.0984,6
2025-04-03 12:00:00,P00362,Sports,514.24,234.37,586.93,530.24,179,43,9,12,3,4,0,3.24,1611,0.2326,10
2025-04-04 00:00:00,P00362,Sports,514.24,234.37,422.97,527.63,155,37,3,0,4,4,0,3.24,1611,0.5405,20
2025-04-04 12:00:00,P00362,Sports,514.24,234.37,500.5,453.27,152,58,4,12,4,4,0,3.24,1611,0.1724,10
2025-04-05 00:00:00,P00362,Sports,514.24,234.37,577.29,539.49,166,59,14,0,5,4,1,3.24,1611,0.1695,10
2025-04-05 12:00:00,P00362,Sports,514.24,234.37,515.85,567.33,60,52,2,12,5,4,1,3.24,1611,0.0769,4
2025-04-06 00:00:00,P00362,Sports,514.24,234.37,443.79,458.76,179,44,6,0,6,4,1,3.24,1611,0.3182,14
2025-04-06 12:00:00,P00362,Sports,514.24,234.37,508.38,579.37,189,46,9,12,6,4,1,3.24,1611,0.3043,14
2025-04-07 00:00:00,P00362,Sports,514.24,234.37,575.58,473.94,8,34,5,0,0,4,0,3.24,1611,0.0588,2
2025-04-07 12:00:00,P00362,Sports,514.24,234.37,595.41,588.95,85,58,13,12,0,4,0,3.24,1611,0.0862,5
2025-04-08 00:00:00,P00362,Sports,514.24,234.37,560.93,449.43,101,48,8,0,1,4,0,3.24,1611,0.1875,9
2025-04-08 12:00:00,P00362,Sports,514.24,234.37,417.6,530.47,156,47,8,12,1,4,0,3.24,1611,0.4255,20
2025-04-09 00:00:00,P00362,Sports,514.24,234.37,443.54,538.27,108,61,6,0,2,4,0,3.24,1611,0.2459,15
2025-04-09 12:00:00,P00362,Sports,514.24,234.37,434.51,547.38,104,63,15,12,2,4,0,3.24,1611,0.2698,17
2025-04-10 00:00:00,P00362,Sports,514.24,234.37,500.57,503.04,105,60,12,0,3,4,0,3.24,1611,0.15,9
2025-04-10 12:00:00,P00362,Sports,514.24,234.37,540.49,490.61,179,48,7,12,3,4,0,3.24,1611,0.2292,11
2025-04-11 00:00:00,P00362,Sports,514.24,234.37,491.59,464.22,20,64,4,0,4,4,0,3.24,1611,0.0469,3
2025-04-11 12:00:00,P00362,Sports,514.24,234.37,472.38,449.11,152,51,6,12,4,4,0,3.24,1611,0.2745,14
2025-04-12 00:00:00,P00362,Sports,514.24,234.37,638.08,589.01,73,42,10,0,5,4,1,3.24,1611,0.0952,4
2025-04-12 12:00:00,P00362,Sports,514.24,234.37,508.89,483.54,90,46,8,12,5,4,1,3.24,1611,0.1957,9
2025-04-13 00:00:00,P00362,Sports,514.24,234.37,601.02,576.73,51,48,11,0,6,4,1,3.24,1611,0.0625,3
2025-04-13 12:00:00,P00362,Sports,514.24,234.37,560.58,533.0,41,47,4,12,6,4,1,3.24,1611,0.0426,2
2025-04-14 00:00:00,P00362,Sports,514.24,234.37,593.03,514.47,59,42,8,0,0,4,0,3.24,1611,0.119,5
2025-04-14 12:00:00,P00362,Sports,514.24,234.37,413.41,583.1,108,52,12,12,0,4,0,3.24,1611,0.3846,20
2025-04-15 00:00:00,P00362,Sports,514.24,234.37,602.84,471.47,126,48,11,0,1,4,0,3.24,1611,0.1458,7
2025-04-15 12:00:00,P00362,Sports,514.24,234.37,425.54,464.52,55,38,8,12,1,4,0,3.24,1611,0.2632,10
2025-04-16 00:00:00,P00362,Sports,514.24,234.37,635.01,534.87,121,46,8,0,2,4,0,3.24,1611,0.1522,7
2025-04-16 12:00:00,P00362,Sports,514.24,234.37,503.65,567.65,126,48,9,12,2,4,0,3.24,1611,0.3125,15
2025-04-17 00:00:00,P00362,Sports,514.24,234.37,424.77,582.68,28,50,12,0,3,4,0,3.24,1611,0.1,5
